Incubation_Start_Date,Incubation_End_Date,Temperature,Humidity,Egg_Weight,Egg_Turning_Frequency,Hatched
11/24/2023,12/14/2023,37.069631,53.668037,56.502664,4,0
10/30/2024,11/22/2024,38.138894,52.854342,52.049094,4,0
03/07/2023,03/27/2023,37.730497,53.666515,46.030144,6,0
11/19/2024,12/12/2024,37.133851,52.806812,59.15856,4,1
06/22/2024,07/13/2024,37.971218,58.448806,53.557334,4,0
11/25/2024,12/15/2024,37.758366,52.79379,56.393099,3,0
06/21/2024,07/10/2024,37.543455,53.547997,61.125689,3,0
03/04/2023,03/24/2023,37.137658,51.965472,65.903231,6,1
08/08/2024,08/29/2024,37.563154,63.390921,57.870243,6,1
04/02/2023,04/24/2023,37.836864,52.599331,53.038103,6,0
12/27/2024,01/18/2025,37.471352,52.190053,54.912744,5,0
07/01/2024,07/21/2024,37.541842,52.12384,55.549106,4,1
01/17/2023,02/09/2023,37.75859,51.490497,63.060083,3,0
10/20/2024,11/09/2024,37.393499,55.627806,62.836947,5,0
08/12/2024,08/31/2024,37.806461,52.225903,48.617776,4,0
05/19/2023,06/08/2023,37.834573,58.580128,55.628849,3,0
06/15/2024,07/06/2024,37.858985,55.734183,65.049673,5,0
01/06/2024,01/29/2024,38.198389,53.135484,48.448687,6,0
01/17/2024,02/09/2024,37.279759,51.212618,53.021948,5,0
10/28/2023,11/17/2023,37.897504,54.867451,61.579245,4,0
05/09/2023,05/30/2023,37.609254,52.174403,61.855521,6,0
03/20/2024,04/10/2024,38.093286,50.219518,59.240207,5,0
05/21/2023,06/10/2023,38.149583,54.773521,52.060696,6,0
05/20/2023,06/10/2023,37.680755,50.401061,53.527511,4,0
01/16/2024,02/08/2024,37.472611,56.342986,66.423135,6,0
09/10/2023,10/02/2023,37.53051,55.336922,63.848142,4,0
02/11/2024,03/04/2024,37.22917,53.922284,55.814838,3,1
05/07/2024,05/30/2024,37.551677,55.172506,58.507712,6,1
11/17/2023,12/07/2023,37.645703,47.638679,55.618083,5,0
11/19/2023,12/12/2023,37.63163,59.101855,57.991131,3,0
09/22/2024,10/12/2024,37.451465,52.669174,61.070064,4,0
09/17/2024,10/09/2024,37.652316,58.957865,48.805074,3,0
04/18/2023,05/08/2023,37.23164,52.008109,68.981923,3,1
01/28/2023,02/18/2023,37.446551,60.860859,64.236051,4,0
05/24/2024,06/13/2024,37.629573,56.106803,60.950988,6,1
03/11/2024,03/30/2024,37.251139,57.274075,62.442026,4,0
05/14/2024,06/06/2024,37.303005,52.320262,62.621238,6,0
01/14/2024,02/02/2024,37.513978,57.570171,42.592131,6,0
05/21/2024,06/12/2024,37.924359,54.258107,68.148767,6,1
12/02/2023,12/23/2023,37.491473,59.136712,61.822954,6,0
05/09/2024,05/29/2024,37.808195,55.12478,65.397632,3,0
01/26/2023,02/14/2023,37.030322,58.142652,62.591656,4,0
04/28/2023,05/20/2023,37.934159,55.047563,54.382041,5,0
11/29/2023,12/22/2023,37.475071,58.029807,58.284519,6,0
09/18/2024,10/09/2024,37.797461,54.89354,57.213581,4,1
11/12/2024,12/02/2024,37.539707,57.414683,71.799291,5,0
02/04/2024,02/25/2024,37.753913,53.474278,58.017624,3,0
12/13/2024,01/05/2025,37.560832,55.92029,47.658812,4,0
01/10/2023,02/01/2023,37.227099,56.259352,61.932404,4,0
10/07/2024,10/27/2024,37.51841,48.223953,54.936517,3,0
08/21/2024,09/12/2024,37.774048,54.624575,62.874094,4,0
10/28/2024,11/17/2024,38.091146,56.497939,53.257876,6,1
09/03/2024,09/24/2024,37.783399,49.509384,62.840256,6,0
03/08/2023,03/28/2023,37.920478,52.884808,53.057399,6,0
09/19/2024,10/09/2024,37.451488,57.636468,58.592036,5,1
11/22/2023,12/13/2023,37.255877,59.177021,68.62224,5,0
02/16/2023,03/10/2023,37.476119,61.384579,63.221643,5,0
03/02/2024,03/25/2024,37.306725,55.585848,65.281688,5,1
07/10/2023,07/31/2023,37.75984,60.064378,58.626271,3,0
08/20/2023,09/10/2023,37.792448,56.670172,57.409516,3,1
02/02/2023,02/21/2023,37.784589,54.878377,56.399317,6,0
08/31/2024,09/22/2024,37.784487,57.503425,50.203491,4,0
08/23/2023,09/12/2023,37.425799,57.586146,46.244467,5,0
04/18/2023,05/11/2023,37.596048,51.498066,46.75015,6,0
09/30/2023,10/20/2023,37.9015,53.026137,65.424189,3,0
11/06/2023,11/29/2023,37.262181,56.063076,57.591976,5,1
04/16/2023,05/06/2023,37.755897,58.074431,56.228596,5,0
08/30/2023,09/22/2023,37.901138,58.351253,58.765159,3,0
07/09/2023,07/30/2023,37.694551,51.864283,50.772888,6,0
05/17/2023,06/09/2023,38.03636,60.533623,58.46308,6,0
12/20/2024,01/12/2025,37.94706,55.136981,50.786248,4,1
04/06/2024,04/28/2024,37.319827,49.449556,60.332702,4,0
11/25/2023,12/15/2023,37.77744,48.689873,53.003566,5,0
05/28/2024,06/18/2024,37.75504,52.014012,51.18024,3,0
04/23/2023,05/16/2023,38.143445,54.651915,61.877202,3,0
05/08/2024,05/30/2024,37.836663,61.211109,57.168296,3,0
09/28/2024,10/17/2024,37.578543,59.811174,62.607317,5,0
01/29/2023,02/17/2023,37.665744,55.519679,62.202048,3,0
06/30/2024,07/22/2024,37.933643,55.850182,52.800377,6,0
06/15/2023,07/05/2023,37.482211,55.950463,66.986335,6,1
05/10/2024,06/02/2024,37.153219,61.750483,56.111257,5,0
11/16/2023,12/05/2023,37.861303,54.702985,63.462128,5,0
12/19/2023,01/07/2024,37.805806,54.100163,49.393975,4,0
04/13/2023,05/05/2023,38.055649,59.315203,70.239632,3,0
09/20/2024,10/10/2024,37.366147,55.701861,58.326506,4,1
08/06/2024,08/27/2024,37.965096,51.622478,59.567916,6,0
10/09/2023,10/31/2023,37.459814,56.880351,57.311039,4,0
09/09/2024,09/29/2024,37.661993,54.147877,51.925937,6,0
07/20/2024,08/09/2024,37.820338,51.184235,57.22842,6,1
09/15/2024,10/04/2024,37.665356,49.374598,67.965873,4,0
06/11/2024,07/02/2024,37.2117,57.031877,54.167693,4,0
06/09/2023,06/30/2023,37.77978,56.281595,65.190906,5,0
09/14/2024,10/05/2024,38.108157,58.716938,56.708584,4,0
06/19/2023,07/08/2023,37.740918,49.136748,43.168653,3,0
06/11/2024,07/02/2024,37.341469,50.712214,55.025402,4,0
11/22/2023,12/14/2023,37.548827,56.436668,56.579443,5,1
06/15/2024,07/04/2024,37.757637,55.44403,64.055448,5,0
11/01/2023,11/20/2023,37.674351,56.794804,58.627713,3,0
11/03/2024,11/26/2024,37.673539,50.641084,60.480141,4,0
01/01/2023,01/22/2023,37.805984,56.438325,59.838485,4,0
04/26/2023,05/19/2023,37.944801,56.355589,60.323452,4,0
07/22/2024,08/10/2024,38.080911,60.429584,40.703067,5,0
11/23/2024,12/16/2024,37.403219,56.26058,60.692338,5,0
07/03/2023,07/22/2023,37.392894,51.715244,60.156544,5,1
03/03/2024,03/24/2024,37.174326,51.847728,63.76539,4,0
08/21/2024,09/09/2024,37.207239,58.016905,52.750127,5,0
04/27/2024,05/20/2024,37.705775,52.090211,54.113038,3,0
05/29/2024,06/19/2024,37.242983,56.483001,65.784116,5,0
05/19/2023,06/09/2023,37.680993,53.125296,57.439428,6,1
05/17/2024,06/05/2024,37.478046,55.164614,59.479228,5,0
03/10/2023,03/30/2023,37.265596,50.868633,56.748712,4,0
07/20/2024,08/09/2024,38.122961,55.046305,48.965537,3,0
11/02/2023,11/22/2023,37.985191,50.736815,60.773308,5,0
11/19/2023,12/10/2023,37.82428,52.203466,63.146988,4,0
08/13/2023,09/04/2023,37.370254,53.955599,60.240826,6,1
01/31/2024,02/20/2024,37.627643,55.341013,48.754793,5,0
01/13/2023,02/03/2023,37.625908,57.002547,61.142783,5,1
06/08/2023,06/28/2023,37.515976,52.748721,51.44713,5,0
07/20/2023,08/09/2023,37.731599,54.949669,58.394516,6,1
05/02/2023,05/23/2023,37.479553,56.719532,62.054629,4,0
12/21/2023,01/12/2024,37.069116,56.034469,53.24431,6,1
05/28/2023,06/17/2023,37.641838,57.349577,63.887178,3,0
08/14/2023,09/02/2023,37.848771,57.613082,55.973375,3,0
01/12/2023,02/01/2023,37.724254,55.962286,71.986791,6,1
09/03/2024,09/26/2024,37.415268,56.109268,60.316249,5,0
01/01/2023,01/23/2023,37.567771,55.254003,64.407409,4,0
06/19/2023,07/08/2023,37.569132,55.718539,54.042538,3,0
09/29/2023,10/19/2023,37.90941,59.207603,54.323101,5,0
07/29/2024,08/19/2024,37.726144,52.947165,46.373455,6,0
07/13/2023,08/03/2023,37.682047,58.614581,46.198158,5,0
11/08/2023,11/29/2023,37.752081,53.600873,55.526438,4,0
06/18/2024,07/08/2024,37.095665,54.147238,60.538028,4,0
10/05/2024,10/26/2024,37.795147,56.457551,67.723532,6,0
01/07/2023,01/28/2023,37.752684,61.349202,43.51535,6,0
02/16/2024,03/09/2024,37.539587,56.165454,62.291408,4,1
10/16/2023,11/07/2023,37.626305,53.753082,56.22848,6,0
09/07/2023,09/30/2023,37.59386,55.238284,54.542459,6,0
02/09/2024,02/29/2024,38.059214,55.554996,60.396374,4,0
05/17/2024,06/08/2024,37.455028,53.332623,54.972032,4,0
05/21/2024,06/11/2024,38.056794,59.315006,58.00849,6,0
01/09/2024,01/29/2024,37.628382,56.206474,52.046967,5,0
08/04/2024,08/25/2024,37.076669,54.374407,59.113269,3,0
08/28/2023,09/17/2023,37.599113,54.832675,62.648544,5,1
05/28/2024,06/20/2024,37.559939,51.850263,46.001438,4,0
09/14/2023,10/04/2023,37.626902,56.153513,58.191034,4,0
06/01/2023,06/24/2023,37.624972,52.274979,46.572107,6,1
12/12/2023,12/31/2023,37.403769,61.082444,51.400339,5,0
03/30/2024,04/19/2024,38.001648,55.231236,58.254173,6,0
03/18/2024,04/08/2024,37.358585,56.671764,54.777197,4,0
07/23/2023,08/14/2023,37.510953,50.138837,62.675954,5,0
05/04/2024,05/25/2024,37.895784,55.89268,46.552916,5,0
01/28/2023,02/19/2023,37.143027,54.019942,53.375682,3,0
01/09/2024,01/29/2024,38.355796,54.487709,56.707916,4,0
11/15/2023,12/06/2023,36.936711,58.471539,57.968314,6,0
11/05/2023,11/28/2023,37.649811,55.406653,53.52839,3,1
09/12/2023,10/04/2023,37.93888,56.138764,52.072341,3,0
09/09/2024,09/28/2024,37.764618,53.392221,58.55149,5,0
02/26/2024,03/20/2024,37.690455,49.822644,66.956634,6,0
04/15/2023,05/08/2023,37.618123,61.554093,61.5259,3,0
01/18/2024,02/08/2024,37.251651,47.667737,59.008565,3,0
12/08/2024,12/29/2024,37.769501,54.081921,47.668868,6,1
09/08/2023,09/30/2023,37.389028,55.134368,58.994418,3,1
01/05/2024,01/25/2024,37.227891,53.558014,59.016977,5,0
05/02/2024,05/21/2024,37.874879,60.050303,53.314684,5,0
04/08/2023,04/29/2023,37.584733,53.468996,54.080599,6,0
05/23/2024,06/13/2024,37.566278,53.22574,67.758544,3,0
03/04/2024,03/24/2024,37.402756,53.978309,48.861155,4,0
02/06/2024,02/27/2024,37.758408,56.46816,49.000599,4,1
02/20/2023,03/14/2023,37.418007,51.561412,62.651482,5,0
05/22/2024,06/10/2024,37.861973,57.226793,57.992032,6,1
12/03/2024,12/24/2024,37.574234,57.808557,54.542044,5,0
04/13/2023,05/02/2023,37.367896,54.796284,55.736899,4,0
01/14/2023,02/05/2023,37.332822,50.842504,58.926036,6,1
07/03/2023,07/26/2023,37.626497,51.08853,63.435641,4,0
08/26/2024,09/15/2024,37.533781,56.297168,52.350975,5,1
12/05/2023,12/27/2023,36.99673,59.641172,53.420817,4,0
02/23/2024,03/13/2024,37.338671,53.18466,52.173541,3,0
07/08/2024,07/27/2024,37.518611,55.827669,50.207424,6,0
12/22/2024,01/13/2025,37.145508,54.135981,58.105032,3,0
02/26/2024,03/19/2024,37.746613,54.032238,54.127441,6,0
03/15/2023,04/03/2023,37.515949,48.150842,54.74202,5,0
06/04/2023,06/26/2023,37.642221,54.403337,59.143118,5,1
01/27/2024,02/18/2024,38.120598,56.683142,54.522711,4,0
10/07/2023,10/27/2023,37.472492,55.73198,49.558923,5,0
06/27/2024,07/17/2024,37.119219,57.004082,58.02016,3,0
05/16/2023,06/05/2023,37.952792,54.308354,62.874761,6,1
02/08/2023,02/28/2023,36.980703,51.473948,45.206068,6,0
02/20/2024,03/12/2024,37.84695,50.901085,53.327378,3,0
01/21/2023,02/13/2023,37.550604,57.408911,58.613367,3,0
08/29/2024,09/21/2024,36.824113,54.660204,47.167602,6,0
01/26/2023,02/15/2023,38.021697,53.647046,47.44284,4,0
03/19/2024,04/11/2024,37.514112,53.694943,69.077456,4,0
03/13/2023,04/04/2023,37.369004,57.84645,64.139942,5,0
07/03/2023,07/26/2023,38.029626,54.181159,52.980252,5,0
01/25/2024,02/15/2024,37.54994,58.426891,55.100124,4,1
11/16/2023,12/06/2023,37.428359,57.88049,65.156564,3,0
03/06/2024,03/25/2024,37.523867,54.435133,56.645161,6,1
11/11/2024,12/02/2024,37.966049,52.885141,61.789883,6,1
09/30/2023,10/21/2023,38.459271,53.081294,74.400647,6,1
02/05/2024,02/24/2024,37.447283,61.048208,61.46223,6,0
12/16/2024,01/06/2025,37.550604,49.283411,63.381787,3,0
02/03/2023,02/24/2023,37.780363,53.488738,66.708648,6,0
06/01/2024,06/22/2024,37.306622,52.351745,64.936287,5,0
02/22/2024,03/16/2024,37.56562,55.820789,46.958027,4,0
07/08/2023,07/27/2023,37.146643,55.778898,54.272031,5,0
07/04/2024,07/27/2024,37.202508,50.922649,54.596401,3,0
07/13/2023,08/04/2023,37.014044,53.710046,61.808278,4,0
03/08/2023,03/27/2023,37.554815,53.825408,67.032077,5,1
09/09/2024,09/29/2024,38.071354,53.135088,55.346724,3,0
04/10/2023,05/03/2023,37.666313,62.479807,70.139949,4,0
09/04/2023,09/26/2023,37.722498,54.351044,67.2829,3,0
05/13/2024,06/03/2024,38.094269,53.342538,49.982262,4,0
09/05/2024,09/25/2024,37.356165,58.210702,64.426366,6,0
09/02/2024,09/23/2024,37.993748,50.734819,51.534696,5,0
05/05/2023,05/27/2023,37.424155,51.930469,63.047348,3,0
02/28/2024,03/18/2024,37.439685,58.656028,56.363835,6,0
02/20/2024,03/10/2024,37.331223,54.093966,58.150016,4,0
07/03/2024,07/26/2024,37.435673,54.192206,51.770925,4,0
06/24/2024,07/14/2024,37.353493,55.322823,60.61172,6,0
11/03/2024,11/24/2024,37.041624,58.922666,64.383389,3,0
04/26/2023,05/17/2023,37.267778,55.823656,49.931518,3,0
07/26/2023,08/15/2023,37.313573,55.390807,62.79,4,0
05/13/2023,06/02/2023,37.335187,52.629529,61.628093,3,0
04/08/2024,04/29/2024,37.154759,55.055866,71.819294,6,0
03/23/2023,04/11/2023,37.569587,56.953212,69.047771,3,0
09/24/2023,10/17/2023,37.674597,55.223279,57.305239,3,0
07/08/2024,07/30/2024,37.599601,55.655631,53.023678,3,0
04/28/2024,05/17/2024,38.026948,53.035792,52.784184,5,1
04/14/2024,05/04/2024,37.279764,56.980776,48.195667,6,0
11/13/2024,12/04/2024,37.121313,52.140968,53.436124,4,0
03/28/2024,04/16/2024,38.132297,50.161565,52.53383,5,0
12/16/2024,01/07/2025,37.940657,57.521773,57.624082,6,1
11/17/2024,12/10/2024,37.042086,55.598367,55.686264,4,0
03/26/2024,04/17/2024,37.983073,57.049594,71.139568,6,0
07/07/2023,07/28/2023,37.572992,51.93268,62.747921,3,1
01/16/2023,02/08/2023,37.316337,55.233361,55.072733,3,0
12/26/2023,01/14/2024,37.100783,59.440785,55.1445,5,0
10/24/2024,11/14/2024,38.113933,55.842053,52.310216,4,0
03/14/2023,04/02/2023,37.689752,49.567448,55.307891,4,0
09/23/2024,10/13/2024,37.188026,55.381378,70.829983,3,0
04/13/2023,05/06/2023,37.245599,60.586684,59.138367,4,0
11/28/2023,12/20/2023,37.6582,53.927305,59.471306,6,1
06/28/2024,07/20/2024,37.665855,57.419927,56.020107,3,0
07/14/2024,08/06/2024,37.678754,54.676993,49.916158,5,0
01/17/2023,02/05/2023,37.768014,53.190225,44.913566,3,0
04/09/2024,04/29/2024,37.593134,49.923676,62.997129,4,0
03/02/2023,03/23/2023,37.352883,56.973695,60.529224,3,1
09/30/2024,10/21/2024,37.09381,51.615949,61.179322,4,0
12/09/2024,12/31/2024,37.88054,52.659212,44.604397,4,0
02/18/2024,03/08/2024,37.514814,53.703273,61.108622,4,0
02/01/2024,02/22/2024,37.493732,57.818003,50.546173,3,1
06/16/2024,07/09/2024,37.810003,48.468781,60.472723,3,1
07/10/2024,08/02/2024,38.29841,55.784737,57.879809,4,0
09/26/2023,10/15/2023,37.732568,62.677329,68.225839,6,0
03/16/2023,04/06/2023,37.646141,54.799921,62.089568,3,1
11/28/2024,12/19/2024,37.773151,59.257259,44.941446,4,0
06/05/2024,06/27/2024,37.491075,50.944544,48.048586,6,0
12/19/2023,01/07/2024,37.184702,50.141775,48.451409,6,0
01/24/2024,02/15/2024,37.755445,55.477877,64.48879,4,0
09/05/2023,09/26/2023,37.778447,53.971971,54.560735,5,0
06/18/2023,07/11/2023,37.343257,48.663777,51.868,6,0
08/12/2024,09/04/2024,37.288972,49.43155,46.886234,4,0
01/14/2024,02/02/2024,37.596221,54.241395,55.475282,6,0
05/08/2023,05/27/2023,37.947577,51.405499,68.507319,4,0
05/17/2024,06/05/2024,37.746311,60.102377,64.607233,3,0
04/05/2024,04/24/2024,37.616144,51.451633,56.1666,6,0
01/12/2023,02/02/2023,37.59534,62.770463,60.709968,3,0
04/06/2023,04/25/2023,37.988087,51.470229,58.201928,4,0
11/19/2023,12/12/2023,37.655812,56.592906,56.846629,3,0
07/05/2024,07/24/2024,37.602897,49.47357,58.719781,5,0
01/02/2023,01/22/2023,37.496271,56.021387,50.686266,4,1
02/02/2024,02/25/2024,37.576709,53.515082,45.526812,5,0
04/13/2023,05/06/2023,37.647447,54.564731,55.770668,3,1
01/29/2024,02/21/2024,37.728961,57.656935,56.191847,6,1
04/26/2024,05/17/2024,37.617288,56.915287,59.980181,4,0
02/15/2024,03/05/2024,37.636049,56.586241,70.423323,6,1
07/04/2023,07/24/2023,37.553351,62.063917,54.09116,3,0
10/27/2023,11/19/2023,38.068224,54.98175,57.816343,5,0
10/08/2023,10/30/2023,37.394835,55.487073,60.070207,6,1
11/23/2024,12/14/2024,37.430598,56.043729,49.872054,3,0
11/23/2023,12/12/2023,37.940153,57.073516,62.497768,4,1
04/11/2023,04/30/2023,37.205331,53.772917,56.790969,4,0
12/07/2023,12/27/2023,37.56429,59.309165,54.427573,4,0
04/01/2024,04/20/2024,37.735118,56.225369,45.682773,3,0
03/21/2024,04/12/2024,37.530695,57.975767,48.965426,4,1
02/11/2023,03/05/2023,37.672933,56.079004,56.082908,4,1
10/29/2024,11/19/2024,38.267305,59.862845,58.033348,3,0
02/01/2024,02/23/2024,37.168057,54.816282,45.388457,3,0
08/26/2024,09/16/2024,38.321399,54.988057,62.172125,3,0
08/11/2024,08/31/2024,37.550784,52.882166,47.184287,4,0
04/18/2024,05/11/2024,37.5457,53.378885,58.038395,3,0
11/21/2024,12/14/2024,37.455337,52.74022,57.63819,6,1
04/26/2023,05/18/2023,37.312529,53.644488,53.579877,6,1
05/31/2023,06/19/2023,38.050485,50.702692,49.88988,4,0
01/16/2024,02/04/2024,37.551643,52.790556,58.53277,4,0
11/26/2024,12/19/2024,37.318615,49.048459,63.512985,3,0
02/23/2023,03/17/2023,37.434128,56.986915,55.588744,6,1
12/14/2024,01/03/2025,37.397243,57.497553,54.742698,5,0
02/04/2023,02/25/2023,37.279347,54.428986,56.624578,5,1
09/15/2024,10/08/2024,37.752355,53.377097,64.998861,4,1
04/04/2023,04/25/2023,37.489609,53.060212,53.760936,5,1
06/05/2023,06/27/2023,37.808524,51.921375,60.178382,6,0
12/25/2024,01/16/2025,37.052574,57.451833,51.152752,3,0
09/25/2024,10/15/2024,37.430937,52.8727,57.182458,5,0
07/15/2024,08/04/2024,37.824313,61.688415,59.268551,6,0
11/04/2023,11/27/2023,36.876891,54.481037,54.783131,6,1
03/21/2024,04/10/2024,37.616479,50.743543,50.145563,6,1
06/17/2024,07/07/2024,37.298676,52.09262,59.744071,4,0
06/27/2024,07/18/2024,37.375679,57.259087,58.906202,4,0
05/25/2024,06/17/2024,37.743714,53.066207,73.390707,5,1
11/14/2024,12/07/2024,37.682713,57.519598,52.476998,3,0
10/04/2024,10/25/2024,38.145039,60.430127,57.23278,4,0
01/07/2024,01/26/2024,37.405858,52.974383,63.706918,3,0
09/05/2023,09/25/2023,37.469487,54.479759,70.135615,6,0
10/10/2023,11/02/2023,36.907708,55.464802,59.143059,6,1
11/05/2023,11/25/2023,37.703632,53.469827,61.705906,5,0
03/14/2023,04/02/2023,37.730301,58.2733,64.053276,6,1
04/18/2023,05/11/2023,37.784334,55.135642,63.84965,4,0
08/22/2023,09/14/2023,37.448041,57.621363,61.789542,3,1
03/09/2023,04/01/2023,37.433217,55.563552,61.550007,3,0
06/30/2023,07/20/2023,37.554734,51.686643,56.780533,3,0
02/29/2024,03/21/2024,38.115917,54.936333,54.411172,3,0
07/22/2024,08/14/2024,37.572414,56.842767,52.576458,4,0
11/12/2024,12/03/2024,37.901704,55.537929,45.555174,3,0
06/16/2024,07/06/2024,38.212715,51.540889,56.754172,3,0
10/25/2023,11/13/2023,38.087764,58.598027,58.211522,5,0
03/05/2024,03/27/2024,37.961166,54.277014,59.81698,5,0
01/07/2024,01/27/2024,37.420459,53.72273,53.126041,6,1
08/27/2024,09/16/2024,37.267964,61.0874,49.682555,5,0
01/28/2023,02/20/2023,38.030903,56.460104,67.670953,6,0
11/11/2023,12/01/2023,37.284212,57.111237,64.339888,3,0
02/06/2023,03/01/2023,38.000621,57.089864,62.198053,3,0
10/26/2024,11/16/2024,37.866942,50.181345,47.902356,3,0
01/20/2023,02/12/2023,37.69208,53.49197,59.945187,6,1
12/19/2023,01/08/2024,37.565676,59.131382,58.970135,5,0
08/25/2023,09/14/2023,37.558654,58.718415,48.150964,5,0
09/26/2024,10/15/2024,37.933709,57.241874,57.939192,3,0
02/17/2023,03/11/2023,38.504082,50.542274,59.688955,6,0
08/10/2024,09/02/2024,38.128729,56.901126,59.84537,5,0
07/21/2023,08/12/2023,37.981385,53.488104,51.351854,3,0
01/02/2023,01/23/2023,37.266137,60.984196,67.19023,3,0
03/16/2024,04/07/2024,37.269856,52.435162,57.717513,4,0
06/05/2023,06/25/2023,38.131823,53.902196,52.7709,6,0
05/18/2023,06/09/2023,37.444383,58.581443,55.641052,4,0
05/30/2024,06/18/2024,37.756179,52.788495,59.337064,3,1
01/17/2023,02/07/2023,37.693052,56.624919,57.450356,4,1
02/18/2023,03/11/2023,37.374402,58.750676,60.576087,5,0
07/26/2024,08/14/2024,37.57419,56.88957,56.192091,6,0
05/10/2024,05/31/2024,37.319993,44.196841,49.179447,4,0
06/04/2023,06/24/2023,37.485982,56.834549,65.158491,4,0
04/12/2024,05/03/2024,37.912457,55.547036,56.453265,3,0
03/29/2023,04/20/2023,37.873421,54.35982,58.473818,6,1
09/12/2023,10/02/2023,37.426453,54.832341,43.651401,5,0
08/24/2023,09/12/2023,37.763131,52.712943,59.861085,3,0
03/22/2023,04/11/2023,37.447875,58.195657,51.920601,6,1
05/12/2023,06/02/2023,38.026302,57.213973,60.953787,3,0
01/22/2023,02/11/2023,37.96586,56.15046,57.344895,6,1
03/22/2023,04/14/2023,36.774583,53.692314,51.733893,5,0
01/20/2024,02/12/2024,37.288629,54.195539,65.339768,5,0
01/30/2024,02/20/2024,37.564676,55.57288,60.527138,6,0
07/18/2023,08/07/2023,37.690691,60.752257,52.551399,3,1
12/17/2024,01/09/2025,37.514261,54.802371,58.580258,5,0
10/24/2024,11/14/2024,37.696294,60.969674,50.989234,6,1
10/07/2024,10/27/2024,37.435215,57.955015,57.824819,6,0
06/02/2024,06/22/2024,37.514009,57.886279,60.285678,5,1
04/17/2024,05/10/2024,37.96499,55.167895,52.711834,5,0
06/24/2023,07/16/2023,37.534196,52.090513,54.23408,5,1
10/04/2024,10/27/2024,37.325754,52.443939,72.149913,6,0
10/17/2024,11/06/2024,37.702021,53.946293,50.635664,3,0
